timestamp,config,experiment_group,experiment_name,model,input_style,split_strategy,architecture,max_length,learning_rate,output_dir,val_accuracy,val_macro_f1,val_micro_f1,val_auprc,test_accuracy,test_macro_f1,test_micro_f1,test_auprc,note,elapsed_sec,per_device_train_batch_size,gradient_accumulation_steps,per_device_eval_batch_size,_source_csv
2026-05-20 18:22:56,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_typed_entity_marker_punct.yaml,preprocess,preprocess_typed_entity_marker_punct,klue/roberta-base,typed_entity_marker_punct,detailed_stratified,sequence_classification,256,2e-05,outputs/preprocess_typed_entity_marker_punct,81.55220203264551,68.13646781912983,83.31918505942275,78.30847983451079,74.64262717321314,58.63996222263276,66.1219725707616,68.1004401694727,typed punctuation entity marker,605.32,,,,
2026-05-20 19:10:33,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_entity_marker_punct_s_and_o.yaml,preprocess,preprocess_entity_marker_punct_s_and_o,klue/roberta-base,entity_marker_punct_s_and_o,detailed_stratified,sequence_classification,256,2e-05,outputs/preprocess_entity_marker_punct_s_and_o,81.09023714197721,64.71547302295951,82.50741211351122,76.29288245765056,75.87894397939472,53.63143094665942,65.7965796579658,67.26711891527532,punctuation entity marker with s_and_o prompt,592.65,,,,
2026-05-20 19:20:40,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_entity_marker_punct_question.yaml,preprocess,preprocess_entity_marker_punct_question,klue/roberta-base,entity_marker_punct_question,detailed_stratified,sequence_classification,256,2e-05,outputs/preprocess_entity_marker_punct_question,81.98336926393594,68.69681216924722,83.40407470288625,78.28312507521373,76.3683193818416,59.70926944646836,67.2209026128266,69.5087462371145,punctuation entity marker with question prompt,603.93,,,,
2026-05-20 19:30:51,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_typed_entity_marker_punct_s_and_o.yaml,preprocess,preprocess_typed_entity_marker_punct_s_and_o,klue/roberta-base,typed_entity_marker_punct_s_and_o,detailed_stratified,sequence_classification,256,2e-05,outputs/preprocess_typed_entity_marker_punct_s_and_o,82.96889436402833,73.5180183440941,84.4340624336377,79.40762023173984,76.43271088216356,62.05057742170689,67.27847149089816,68.55585006081174,typed punctuation entity marker with s_and_o prompt,607.22,,,,
2026-05-20 19:41:19,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_typed_entity_marker_punct_question.yaml,preprocess,preprocess_typed_entity_marker_punct_question,klue/roberta-base,typed_entity_marker_punct_question,detailed_stratified,sequence_classification,256,2e-05,outputs/preprocess_typed_entity_marker_punct_question,82.41453649522637,71.56270088265946,84.19265860386166,79.68753962301255,76.79330328396652,62.416129102644746,67.7355921948268,71.4457338866782,typed punctuation entity marker with question prompt,625.23,,,,
2026-05-21 06:02:09,configs/architecture_cls.yaml,architecture,architecture_cls,klue/roberta-large,typed_entity_marker_punct_question,detailed_stratified,cls,256,3e-05,outputs/architecture_cls,84.75515860794579,79.07011889690679,86.22394154309048,84.83921576032107,80.28332260141661,70.24543520414822,71.41479099678456,76.92341053669539,CLS classification baseline with typed_entity_marker_punct_question,1501.93,8.0,8.0,16.0,architecture_cls.csv
2026-05-21 06:13:53,configs/architecture_entity_start.yaml,architecture,architecture_entity_start,klue/roberta-large,typed_entity_marker_punct_question,detailed_stratified,entity_start,256,3e-05,outputs/architecture_entity_start,84.35478903603327,78.81302920956584,86.03400043038519,84.38355434021008,81.13329040566644,71.16357599448725,73.03689687795648,77.26449628396172,CLS plus subject/object start marker representations,2196.82,8.0,8.0,16.0,architecture_entity_start.csv
2026-05-21 06:15:06,configs/architecture_entity_start_end.yaml,architecture,architecture_entity_start_end,klue/roberta-large,typed_entity_marker_punct_question,detailed_stratified,entity_start_end,256,3e-05,outputs/architecture_entity_start_end,84.29319371727748,78.66524379466333,86.0051993067591,84.76515882252563,81.23631680618159,72.34471855826894,72.44042728019721,78.97126544264876,CLS plus subject/object start and end marker representations,2259.84,8.0,8.0,16.0,architecture_entity_start_end.csv
2026-05-21 0:37,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\model_roberta_base.yaml,model,model_roberta_base,klue/roberta-base,typed_entity_marker_punct_question,detailed_stratified,entity_start,256,2e-05,outputs/model_roberta_base_entity_start,83.2460733,76.95543565,85.3946813,82.90905641,76.49710238,65.11124915,67.6047721,73.30548999,reused from architecture_experiments.csv / displayed as entity_start for final model comparison,1917.28,32.0,,32.0,architecture_experiments.csv
2026-05-21 06:09:22,configs/model_bert_base.yaml,model,model_bert_base,klue/bert-base,typed_entity_marker_punct_question,detailed_stratified,entity_start,256,3e-05,outputs/model_bert_base_entity_start,82.78410840776101,75.410548174032,84.76170121820901,82.53364283954768,76.65164198325822,64.79282142686883,66.93839159742906,72.18899847858383,reused from experiments.csv / displayed as entity_start for final model comparison,1053.56,8.0,8.0,16.0,experiments.csv
2026-05-21 09:35:14,configs/model_luke_large.yaml,model,model_luke_large,studio-ousia/luke-large,typed_entity_marker_punct_question,detailed_stratified,entity_start,256,3e-05,outputs/model_luke_large_entity_start,71.82014166923314,45.5531275802225,73.40639677924402,55.588312251633255,59.755312298776566,25.32143663545937,45.23255813953489,30.921298162342364,LUKE large under final fixed condition / displayed as entity_start for final model comparison,2865.35,8.0,8.0,16.0,model_luke_large.csv
2026-05-21 06:27:03,configs/model_roberta_large.yaml,model,model_roberta_large,klue/roberta-large,typed_entity_marker_punct_question,detailed_stratified,entity_start,256,3e-05,outputs/model_roberta_large_entity_start,84.29319371727748,78.66524379466333,86.0051993067591,84.76515882252563,81.23631680618159,72.34471855826894,72.44042728019721,78.97126544264876,Reuse architecture roberta-large result when available / displayed as entity_start for final model comparison,2231.97,8.0,8.0,16.0,model_roberta_large.csv
